id,name,salary,dob,join_date,performance,remarks,sector
365,saEHn,98704.75,,,3.65,Unreliable,
366,YlfjSg,100910.34,1971-06-28,2009-11-19,,Promising,Finance
367,ujZjlFv,30126.2,2007-11-29,2016-05-23,4.13,Team player,Manufacturing
368,qdCSz,123702.93,1997-07-20,2010-04-10,3.33,Leadership potential,IT
369,BCnGP,80748.81,1969-06-28,2008-09-15,1.67,Team player,Healthcare
370,aZmL,98247.29,2017-10-18,2012-10-16,3.86,Unreliable,Education
371,enhkRIyzfr,96336.17,1999-06-17,2009-02-22,3.54,,Finance
372,LQq,119633.44,1998-07-31,2001-11-25,4.24,Promising,Healthcare
373,hUGxyCLFFu,93195.66,1988-12-07,,4.81,Promising,Education
374,XHlmnWt,148544.64,2002-04-27,2019-02-12,4.49,,Education
375,uAcFOFjTLa,36406.38,2003-08-18,2016-08-26,excellent,Team player,
376,EDkesLdBRf,50074.29,1971-01-19,2007-12-15,2.35,Promising,Education
377,grRg,39164.94,2010-08-18,2024-01-22,1.55,Unreliable,Manufacturing
378,Akj,103670.39,1951-09-14,2015-08-30,1.52,Unreliable,IT
379,QPwofx,,1979-02-21,2017-07-23,1.43,—,Finance
380,tjoKBNdAB,140103.05,1968-05-13,2002-04-21,2.39,Team player,IT
381,VnPdXnf,115054.88,2014-08-06,2007-07-12,2.17,Unreliable,Finance
382,uRlyPI,unknown,1967-08-16,2013-08-26,4.73,Needs improvement,IT
383,ouZ,38242.88,1958-12-26,2014-07-13,1.47,Leadership potential,Education
384,PhOHfmuHHa,88522.92,2005-05-19,2008-07-12,,Leadership potential,Education
385,VMuIjMsLP,44258.62,invalid_date,2000-12-05,2.93,Good worker,Manufacturing
386,jiGR,105672.34,1977-02-15,2007-02-20,2.63,Good worker,Manufacturing
387,gjT,115837.98,1992-06-17,2021-12-30,,Leadership potential,Retail
388,KMFvujuvOE,104822.09,1977-02-22,unknown_date,3.37,Leadership potential,Retail
389,tiGhxVtAGj,60338.6,1958-11-20,2012-09-26,1.6,Unreliable,IT
390,WyOUIVzQL,79896.07,2007-06-09,2003-02-27,1.96,Promising,Manufacturing
391,XmXgtTwz,143847.96,2016-11-16,unknown_date,4.69,,Manufacturing
392,kSttu,87737.71,1964-09-19,2000-12-23,3.68,Promising,Finance
393,CrmSipNc,97368.78,1997-05-22,2023-07-17,4.92,,Healthcare
394,Ubav,123989.96,1980-11-04,2020-04-01,1.85,Team player,Finance
395,ZBF,71684.99,1959-07-30,,3.29,—,
396,ftX,140638.94,1965-06-24,2007-07-30,4.42,Team player,
397,JSj,91780.93,1978-04-10,2014-10-01,4.46,—,Education
398,Qwpd,32111.67,1979-09-24,2019-11-21,1.58,Needs improvement,Education
399,uuAwCXP,131069.52,1973-11-30,2010-07-24,1.85,,IT
400,,112313.54,1996-02-09,2005-03-04,2.16,Unreliable,Retail
401,WVpsZv,110472.05,1971-02-07,2006-09-04,2.76,Leadership potential,Finance
402,chdHZkvXLU,70484.53,1967-10-10,2013-03-09,4.38,Team player,IT
403,ojXqabAe,31722.63,1951-11-18,2003-04-16,1.65,Good worker,Healthcare
404,sSjmY,143533.89,1964-01-15,2019-02-15,4.11,—,Manufacturing
405,fbEbgwN,36096.35,1969-10-10,2015-05-29,3.34,Team player,IT
406,bfbrHome,30797.38,1953-07-28,2015-11-08,1.65,,Finance
407,koZ,89001.84,1974-04-06,2006-12-30,2.8,Promising,Finance
408,RShEFtaYj,123627.7,1984-11-20,2001-10-27,4.38,,Retail
409,SgJZ,72018.51,2017-01-30,2021-08-15,1.75,Leadership potential,
410,njSqZtZoqO,115763.83,1986-10-27,2016-08-15,,—,Finance
411,KfmKFKDNHL,100377.38,2017-10-25,2013-05-06,3.07,Unreliable,Education
412,QfPswqr,44385.74,1975-08-11,unknown_date,3.55,Needs improvement,Education
413,WtCIVRum,,1983-05-26,unknown_date,excellent,Team player,Finance
414,OOv,112443.53,,2000-03-31,,Team player,
415,psQ,134395.49,1981-08-27,2005-08-11,3.17,,Education
416,HYGbpIpDY,42058.6,1958-07-26,2020-08-07,1.65,Team player,Finance
417,JvGUcq,81734.32,1999-05-02,2000-10-08,1.66,,Healthcare
418,swROcj,74382.01,1971-12-13,2017-12-08,4.17,Good worker,Healthcare
419,iTdgvZPE,113859.42,1962-12-13,2002-08-18,4.17,,
420,,51155.84,1993-07-11,unknown_date,1.38,Team player,Manufacturing
421,UJvEvI,52064.3,invalid_date,2004-10-23,2.02,Needs improvement,Retail
422,xFQLJTp,45356.24,1965-01-24,2010-04-01,2.17,,
423,hxcQHqQkAs,92968.6,1987-04-04,2016-09-27,2.07,Team player,IT
424,ecXsyp,81467.31,1991-08-22,,poor,Needs improvement,Healthcare
425,hlYMYX,,1983-04-13,2017-02-03,1.09,Leadership potential,Retail
426,NTIhHnb,89248.82,1952-10-04,2024-03-03,2.65,,Manufacturing
427,aZLQFfJuHg,60727.71,1997-05-24,2004-02-10,,—,Finance
428,SPBGudh,121988.52,invalid_date,2020-05-08,3.45,Leadership potential,Education
429,tghlYmMtBY,126714.78,2009-05-08,2019-07-22,,Needs improvement,
430,KgtoTYKTNK,unknown,2006-05-13,2024-07-07,2.43,Leadership potential,Retail
431,xMDsJPGbw,46639.49,1965-06-12,2002-05-05,4.89,Leadership potential,Retail
432,EmZ,59211.14,1991-02-22,unknown_date,2.5,Good worker,Retail
433,SbOvZpA,96257.68,1983-10-03,2009-06-13,4.34,—,Finance
434,,116186.57,2005-10-07,,2.59,Promising,
435,bdXVAIsJn,128715.77,2010-06-14,2012-09-19,2.09,Unreliable,Education
436,JMbA,40562.18,1988-07-15,2013-02-06,average,Needs improvement,Finance
437,XytzaONcB,92865.74,2015-01-17,2000-09-23,4.03,—,Healthcare
438,ELhV,50986.27,1985-03-21,2008-02-17,3.58,—,IT
439,REZCChI,111060.37,1981-10-11,2023-05-25,3.7,—,
440,KFlBl,,1966-01-07,2011-08-25,3.09,Team player,Retail
441,Gxq,95436.22,1999-05-26,2012-11-14,2.68,—,Education
442,WMDxhrQkxx,36275.69,1966-05-24,2018-04-25,3.33,Team player,
443,flqiXN,83695.95,1990-03-05,2013-06-04,1.44,Unreliable,
444,rSx,54662.78,invalid_date,2003-08-03,4.92,,
445,tdelS,90159.5,1977-06-23,2020-10-30,3.33,Leadership potential,Healthcare
446,KFdQkXw,42885.38,1958-01-29,2018-10-21,3.35,Needs improvement,Manufacturing
447,hVLc,73369.5,2005-06-20,2016-01-03,,Needs improvement,Retail
448,buOOMEAKp,39257.7,1971-08-16,2005-01-06,3.54,Unreliable,IT
449,TUySiqzKrH,70261.65,1969-01-12,2002-12-22,1.09,Needs improvement,Healthcare
450,,140630.94,,2024-02-19,4.92,Promising,Healthcare
451,XWTRVmRUb,131716.85,1956-02-10,2016-04-22,3.67,Leadership potential,Healthcare
452,vxeADvS,146114.37,1954-05-28,2014-12-10,,Good worker,Healthcare
453,,96958.06,1952-07-18,2011-08-19,2.93,—,Healthcare
454,AwljcLF,43656.11,1963-10-10,2010-04-20,,,Education
455,kqNQi,114829.83,1974-08-28,2014-05-30,2.48,,Education
456,uhFg,69270.18,1975-04-05,2013-06-25,4.08,,Education
457,tEVnXouxR,137763.43,2007-08-08,2006-01-12,4.36,,Finance
458,WNli,142930.45,2004-11-18,2021-03-01,3.16,Leadership potential,Finance
459,Nah,126501.24,2004-07-25,2002-04-24,average,Leadership potential,Healthcare
460,uyzXlmwjJ,90376.45,1978-05-06,2017-01-16,3.12,—,Retail
461,NBEcDoB,131206.87,1978-10-14,,2.43,Needs improvement,Manufacturing
462,pDdYC,65507.08,1984-01-07,2002-04-04,3.08,Needs improvement,IT
463,LwixV,120360.26,1997-04-08,2020-09-09,1.34,,IT
464,NhEEtRlF,91253.4,1967-07-25,2012-10-06,1.19,Team player,Healthcare
465,Bln,146302.3,2011-07-16,2011-05-18,1.3,Promising,Education
466,uuNQJli,111658.01,2008-02-07,,1.47,Leadership potential,Manufacturing
467,QNaMqYWs,,1998-01-25,2013-09-07,3.47,Needs improvement,
468,nigOiRR,82524.23,1987-11-14,2012-03-14,4.12,—,Healthcare
469,ercwhySWn,76422.07,1952-06-05,2005-03-20,2.07,Needs improvement,IT
470,,132606.17,2007-01-05,2012-12-29,1.36,Unreliable,Retail
471,XkJQyWlbM,50114.36,1989-07-09,2019-02-08,1.28,,Retail
472,MGx,93348.42,2014-06-09,2019-11-28,3.29,Promising,Finance
473,mzdc,74635.35,2001-06-21,2024-01-03,3.26,—,Education
474,,,1985-09-12,2012-03-23,2.48,Team player,Finance
475,vmPPpdrS,51505.48,2001-04-11,2020-05-07,4.71,Good worker,IT
476,UEKQYovUZ,94995.17,1995-06-10,,3.64,Good worker,Retail
477,QYAwLvk,149536.67,2001-02-21,2007-03-03,4.06,Promising,
478,wMeCAkKR,100419.08,,unknown_date,2.27,Unreliable,Retail
479,atMek,105693.89,1956-07-15,2000-04-21,4.34,,IT
480,JZoWaQvZPA,97602.78,1971-12-20,2020-07-17,2.04,Good worker,Retail
481,aXSV,117256.65,1965-10-10,2009-12-04,3.5,Team player,Education
482,fvTFiWmdd,43555.73,1967-02-19,2016-11-06,4.47,,Education
483,DEnnjPKCl,,1990-03-10,2020-09-10,3.06,Team player,
484,aBlGq,,1968-02-09,2023-11-03,3.61,Leadership potential,Education
485,HjLVpIwmyB,41375.78,1983-07-08,2005-08-03,average,,IT
486,miTgIb,75106.65,1972-04-03,2015-11-06,2.79,Team player,
487,cteBihcDre,42779.34,,unknown_date,excellent,Leadership potential,IT
488,GKEmie,,2018-03-15,unknown_date,4.12,Unreliable,Healthcare
489,PgEgsX,79462.5,2004-10-22,2008-09-08,1.7,,Finance
490,jikQ,148538.92,1994-06-01,2024-04-30,4.68,,Healthcare
491,lUdOoTA,128676.6,1973-01-17,2006-08-14,4.36,Unreliable,Finance
492,kKwWicEgNK,89353.46,1964-07-13,2012-07-17,1.83,—,Education
493,aCHkDU,unknown,2016-12-22,2021-10-05,1.96,Team player,Education
494,HEAlXaOMD,57695.71,1986-03-26,2013-05-24,2.55,Promising,Education
495,OTiVmkl,114605.3,1995-08-21,2014-09-15,1.34,Needs improvement,IT
496,CyvRDrxq,,1983-06-08,2011-02-21,2.63,Unreliable,Healthcare
497,OSwAzPqlh,84512.13,1951-03-14,2008-06-04,3.17,Promising,IT
498,KgNOqlLX,72083.95,1976-06-05,2008-01-04,average,Needs improvement,Finance
499,odz,38473.18,1963-08-28,2005-11-13,3.05,Unreliable,IT
500,oygjbGjOPS,78100.18,1962-06-10,2003-10-03,3.34,Good worker,Retail
501,uDTPl,35519.51,1996-10-21,2014-08-26,,,
502,zVTgQmKlO,30834.37,1960-08-20,2000-09-26,4.57,Leadership potential,Education
503,,141966.3,1964-02-01,2022-12-27,,Needs improvement,
504,iJy,,1976-01-25,2009-07-19,4.39,Team player,Manufacturing
505,TuA,125249.49,2001-04-18,2020-07-31,3.01,Team player,Finance
506,NgDsm,58218.92,1980-07-19,2018-09-06,2.53,Promising,Education
507,gEhvr,81432.85,2016-01-26,2023-11-16,1.79,Unreliable,Retail
508,sdbNbw,118095.45,2009-02-11,2014-11-19,3.49,Good worker,Retail
509,SkwIgrrpk,36126.47,,2016-09-19,4.74,Leadership potential,IT
510,xEOxvz,39190.04,1991-11-13,2023-05-29,2.29,Needs improvement,Education
511,uZFixCou,unknown,1978-03-13,2019-09-20,3.54,,IT
512,RjMA,39216.56,1951-09-15,2021-03-25,,Leadership potential,Finance
513,DVQzdWYt,93091.71,2008-12-23,2012-02-28,1.59,Promising,Finance
514,UWWtsiB,96970.0,1963-02-28,2021-05-03,2.55,Good worker,
515,VCRpoROF,111781.2,2009-10-03,2013-02-14,1.59,Good worker,Manufacturing
516,xplG,115259.98,invalid_date,2009-01-03,3.73,Leadership potential,Finance
517,KGFyEohZGT,107488.43,1989-02-02,,2.39,,IT
518,amAGKLpVNd,71769.58,,2011-05-12,4.93,Unreliable,IT
519,fThDH,unknown,2003-11-19,2001-09-06,1.75,—,
520,EfURs,143881.67,1960-06-15,2011-02-24,1.56,—,
521,sfzS,63367.34,2001-05-22,2004-02-07,4.12,Needs improvement,Manufacturing
522,vSlZ,71023.8,1974-12-27,2016-12-13,4.31,Promising,
523,rKovMgVnn,143217.71,1954-05-12,2010-07-07,4.58,,IT
524,FcrjsZke,93966.45,1974-09-15,2007-03-10,3.87,,Education
525,AGPSLk,112552.79,1983-08-28,2014-11-20,1.67,—,Manufacturing
526,PZPcX,60772.25,1996-11-29,2011-05-08,3.79,—,Manufacturing
527,Bol,43515.72,2002-08-17,2013-12-11,3.48,Needs improvement,
528,DyYXi,39744.68,2007-01-26,2021-02-05,3.59,Needs improvement,Manufacturing
529,IryCKCZe,35928.6,1966-12-21,2006-03-27,,Needs improvement,
530,HlZP,138755.86,invalid_date,2018-08-03,,Unreliable,Retail
531,fhOOlBSET,47681.1,,2011-07-07,2.29,Unreliable,IT
532,RYFYIA,51531.94,,2011-05-28,4.15,—,Education
533,EinxoU,118213.4,1984-10-06,2022-04-09,2.13,Good worker,Manufacturing
534,mfzjXl,37843.32,1995-12-01,2014-04-16,2.07,Team player,
535,qhSuqYS,94325.17,2009-08-25,2004-12-23,2.52,Team player,Healthcare
536,HXKadBn,122616.87,1989-07-16,2005-05-27,average,Leadership potential,IT
537,lCBx,75021.13,1994-10-15,2014-08-06,2.63,,IT
538,EcILuq,121119.93,2008-12-28,2004-12-12,2.68,,Education
539,uBd,131587.7,2000-01-07,2003-06-12,3.88,Leadership potential,
540,CIlUT,124992.76,1955-06-27,2006-12-15,,Good worker,IT
541,sQtETJa,50316.45,,2017-02-09,1.62,,Retail
542,hIt,66641.62,1956-07-11,2006-06-30,1.87,Promising,Retail
543,SxADol,71234.95,2000-09-13,2018-11-24,,Leadership potential,Retail
544,JOnD,143752.25,1980-09-30,2011-03-13,1.82,Good worker,Manufacturing
545,WzqgVW,98688.5,1984-07-23,2001-06-30,2.74,Promising,Education
546,cdKOSbU,78495.27,1998-03-28,2000-08-23,2.52,Leadership potential,IT
547,gXpzMz,135719.3,2003-03-07,2000-01-17,4.34,—,
548,NJDnUCor,122354.19,1972-08-28,2020-10-01,4.61,Promising,Manufacturing
549,DQwQna,41275.13,1974-04-06,2010-03-06,1.67,Good worker,Manufacturing
550,bFfg,137891.7,2006-11-03,2004-02-19,1.75,Promising,Healthcare
551,zzPUFQfm,,2016-12-14,2007-09-17,3.47,Team player,Finance
552,QPLRSYD,unknown,1984-02-11,2018-05-26,2.51,Good worker,IT
553,qtDP,75664.88,1970-09-15,2000-09-08,,Unreliable,Finance
554,hhpMAhbYv,86900.1,1955-04-27,2007-08-18,4.85,Team player,Finance
555,PiT,120120.45,,2009-06-30,1.7,—,Finance
556,icwKgLTQcJ,58768.93,1954-07-04,,2.39,Needs improvement,IT
557,cVvR,61567.51,2011-05-19,2016-12-30,2.52,Unreliable,IT
558,yKN,47487.28,1960-07-29,2001-05-06,4.21,Good worker,Manufacturing
559,HCEFB,69909.42,1981-06-14,2010-01-31,4.72,,Finance
560,tElexaZkX,96543.51,1982-01-19,2010-08-26,,,Finance
561,xuwUe,146267.5,1999-03-08,2019-01-25,1.74,Leadership potential,Education
562,,121801.7,1958-05-28,2020-11-14,1.13,—,Education
563,BgG,64712.26,2001-05-15,2012-12-18,4.5,,
564,XXKPGaR,86544.92,1980-09-16,2015-07-26,3.17,Leadership potential,IT
565,BZBrqWqeQ,114730.56,1995-07-19,2006-05-28,4.82,,
566,vTkQWo,124127.63,,2009-08-01,2.51,Team player,IT
567,ZVwdKcWyRs,144434.17,1975-12-07,2016-01-16,1.44,Good worker,Finance
568,uIUTP,,2007-02-14,2010-04-26,2.42,Team player,Education
569,faw,77908.65,1996-05-05,2021-08-19,1.43,,Healthcare
570,OvAIl,98957.61,1969-01-12,2007-12-01,,Leadership potential,Finance
571,sLdaA,,1957-02-21,2014-02-14,3.55,—,Healthcare
572,EgkBDsjO,131712.76,1987-04-07,2001-11-11,1.25,Leadership potential,Manufacturing
573,FbnOdg,72066.02,1979-07-02,2010-11-15,3.75,,Education
574,SUnn,126338.57,1974-12-29,2008-02-19,4.62,—,Education
575,,110311.65,1960-02-04,2020-04-05,3.5,Good worker,Retail
576,,30953.09,1982-07-22,2019-04-15,2.27,Team player,Education
577,HMBwfVzm,89783.98,1951-04-20,2013-09-19,2.08,Good worker,Healthcare
578,AfGANzPWF,68813.59,,2023-11-13,2.1,Needs improvement,Education
579,jPrtsppN,123841.67,1995-11-06,2003-11-06,1.21,,
580,NYziM,84151.29,1977-05-10,2008-08-19,3.04,Leadership potential,IT
581,Hhfjsc,142947.7,2000-02-27,2016-05-26,2.62,Unreliable,Healthcare
582,zeoweIeNuG,unknown,1984-05-23,2015-04-10,3.64,Promising,IT
583,xpKANuu,,1995-05-14,2006-01-29,1.77,Promising,Retail
584,OvZRdABSGZ,66230.52,1993-02-09,2017-07-12,,Promising,Manufacturing
585,WuoTMJyss,129929.89,1989-11-10,2001-07-27,1.54,Team player,Finance
586,QQa,137553.58,1961-10-31,unknown_date,4.42,Needs improvement,Retail
587,Fpv,148458.54,1968-10-11,2014-05-22,4.65,Good worker,Manufacturing
588,Ucv,127003.66,2009-10-20,2020-08-12,4.3,—,
589,eAPVLOIdw,128015.77,2016-05-08,2007-01-19,3.41,,IT
590,wGvRdupi,56405.68,2009-07-07,unknown_date,2.14,Unreliable,IT
591,Qdnvxi,113774.83,,2001-08-12,1.68,—,Healthcare
592,qlSUwlPwW,92663.65,invalid_date,,1.13,,Manufacturing
593,rMYhHfpgmh,72459.54,2004-10-17,2003-10-31,3.15,Team player,Manufacturing
594,BsyvSeoI,113688.15,1954-02-01,2017-05-19,1.56,Good worker,Education
595,CWdPVzYhD,108907.38,1992-03-08,2006-10-21,3.9,Promising,Education
596,EIkSmA,81877.66,2015-01-27,2018-11-29,3.54,Promising,Education
597,WOtYPzRYpn,148616.34,2014-11-17,2015-11-20,2.28,Unreliable,Education
598,jne,58286.19,1955-01-23,2021-03-18,3.01,Needs improvement,Retail
599,iDoMbEnal,131798.43,1985-09-11,2010-06-25,4.44,—,Manufacturing
600,TaYwl,140560.05,1994-07-30,2009-08-26,4.68,Leadership potential,Finance
601,asss,32263.63,1992-01-15,,1.06,Promising,Manufacturing
602,ojEEgGQ,32253.65,1999-02-15,2015-08-12,1.57,,Manufacturing
603,fcScybQ,95668.57,1957-09-23,2000-11-25,4.09,Needs improvement,Retail
604,,66033.21,1961-10-30,,4.11,Leadership potential,Manufacturing
605,YdluMtuQ,61897.05,1987-02-18,2002-05-05,1.66,,Retail
606,zvJlJ,105433.34,2010-04-13,2003-03-19,3.21,Needs improvement,Healthcare
607,jCeuC,109739.1,1965-09-18,2005-08-18,3.38,,Retail
608,TpcUmQnccP,,1972-03-16,2017-02-25,1.69,Needs improvement,
609,bgGxbn,131448.58,2003-06-25,2024-01-22,1.91,,IT
610,OmbScFkT,,2014-07-08,2021-01-23,4.82,,IT
611,QiJILJFr,47972.27,1968-01-08,2001-10-21,,Unreliable,IT
612,GEBzslGKCu,40926.89,2011-05-08,2014-07-13,3.66,Team player,
613,Gsm,86891.68,invalid_date,2008-09-14,2.65,Needs improvement,Retail
614,,70351.2,1959-07-27,2015-11-14,,—,Manufacturing
615,PjlCKV,unknown,1990-03-29,2008-12-22,2.57,,
616,HJRP,unknown,1950-03-03,2000-12-20,4.34,Good worker,Education
617,mWX,84888.96,2003-06-30,2022-09-05,4.55,Leadership potential,Healthcare
618,HkkWj,60928.25,2001-06-11,2022-05-28,3.72,Good worker,Education
619,bKikCSMMsI,114984.02,invalid_date,2013-09-30,average,Leadership potential,Manufacturing
620,eRZoNw,59677.58,invalid_date,2001-10-31,average,—,Finance
621,sGGQEYae,136664.21,1957-09-04,unknown_date,excellent,,Healthcare
622,qSwbEalWMk,131836.52,1964-08-30,2002-12-26,3.43,,Education
623,wiab,75000.2,2011-11-17,2002-07-22,,Team player,Education
624,XLiRiY,75381.88,1963-07-12,2002-11-11,3.26,,Finance
625,TKTUEyjDEG,unknown,2011-06-21,2023-04-22,,Good worker,Finance
626,aGrQC,,2016-08-16,2023-04-13,excellent,Team player,IT
627,MGDPEpqcf,71110.85,1996-03-06,2017-03-25,1.74,,
628,jqiVtoWrGX,127999.0,1984-10-03,2001-07-31,2.04,Good worker,Retail
629,JefDMQu,36879.78,2016-02-09,2023-08-17,4.53,Needs improvement,Retail
630,CgMWzV,55338.49,invalid_date,2017-11-18,4.51,Good worker,Finance
631,,108794.27,1978-11-08,2010-01-16,2.13,Promising,Retail
632,UFoO,36914.68,1985-08-15,2004-03-22,average,Good worker,IT
633,uvgePu,126522.71,1955-02-24,2007-10-14,1.57,,Retail
634,DDpmdbEdS,126937.53,invalid_date,2006-12-11,2.93,Needs improvement,Finance
635,sBLAjmdO,57600.06,1981-02-17,,3.06,Leadership potential,Healthcare
636,SxYnBDNe,98401.58,1983-12-29,2022-07-15,3.41,Unreliable,Finance
637,MXE,147876.89,1973-11-08,2006-03-20,average,Unreliable,Education
638,bUMPh,65197.07,,2021-03-22,,Needs improvement,Manufacturing
639,ddELFol,,1994-07-06,2013-12-31,2.23,Good worker,Retail
640,VRLCcIP,31789.35,1994-01-19,2018-06-30,3.71,—,Finance
641,shp,136419.32,1976-12-15,2001-05-19,3.21,Unreliable,Retail
642,kBmIndHkz,124849.5,1997-01-03,unknown_date,3.48,Promising,Finance
643,,36623.58,1999-05-27,2002-02-14,1.96,Leadership potential,Healthcare
644,bgk,144032.19,1979-09-08,2013-10-09,excellent,Team player,Education
645,coq,53021.93,1973-04-20,2018-11-12,2.65,,Healthcare
646,,77038.12,1987-02-15,2013-04-29,4.67,,Retail
647,xDox,,1995-08-11,unknown_date,3.18,—,IT
648,WOazePk,47018.9,invalid_date,2018-07-04,3.48,,IT
649,EIJ,82309.01,1965-10-06,2019-04-20,3.03,Needs improvement,
650,OQjOxKCod,109762.3,invalid_date,2013-02-26,3.53,Unreliable,Retail
651,,54789.67,1993-07-01,2015-08-29,1.49,Unreliable,IT
652,BYPbB,97674.56,1996-12-22,2009-11-27,2.21,Needs improvement,IT
653,EOJmIe,138308.45,1986-11-28,2012-03-23,1.65,Unreliable,
654,ciWxRj,81788.02,1954-05-16,unknown_date,average,—,Retail
655,vaYHzLZmg,100721.36,1976-11-06,2008-07-24,1.72,Needs improvement,Finance
656,dCMo,111351.66,2000-03-14,2010-03-05,4.24,Leadership potential,
657,pebVYi,33788.8,1997-05-02,2005-01-10,,Good worker,Manufacturing
658,VmUwA,101762.89,,2014-09-17,4.33,Team player,IT
659,ikSB,,,2011-06-23,4.92,Promising,Retail
660,vizrjziqZV,113695.75,1995-02-25,2009-11-26,4.51,—,Manufacturing
661,ebexTs,41938.02,2016-11-16,2000-11-28,4.41,Promising,
662,WufkvsnSJA,146131.32,1986-12-10,2015-02-18,3.5,Leadership potential,Finance
663,XlKNvkqc,64473.97,1975-10-13,2008-11-26,4.95,,Education
664,QvtcPomkSN,140408.16,1973-01-15,2004-07-06,2.93,Good worker,Finance
665,pkSHox,35036.65,2005-03-20,2023-07-18,3.51,Leadership potential,Education
666,DTmvhKiP,87518.09,1957-07-25,2021-02-25,,Leadership potential,Finance
667,tfgfNQFF,100572.85,1991-08-17,2019-12-12,3.69,Good worker,Manufacturing
668,LgGoDqAf,66530.29,1961-05-16,2001-10-20,3.62,Promising,
669,yEJvhN,,1978-12-24,2011-06-26,3.2,,Education
670,slKdKuehnY,101790.07,1977-10-19,2008-05-11,3.22,—,Education
671,xzkJ,121366.68,1974-10-04,2022-12-21,4.91,—,Education
672,oIupOy,145115.94,1950-02-11,2019-04-16,,,Healthcare
673,Zubho,,1994-03-17,2004-03-11,,Good worker,Education
674,tdS,84180.25,invalid_date,2020-01-05,average,—,IT
675,QCYooZEer,145806.15,2005-01-14,2020-10-12,1.11,,IT
676,MaPS,126668.77,1990-11-01,2007-11-10,2.54,,Finance
677,,134829.77,2009-06-18,2001-04-20,average,Good worker,IT
678,frnHvU,110864.27,1996-09-03,2007-12-25,4.81,Promising,Retail
679,SKbQTysEig,,2007-04-14,2019-07-16,2.64,Needs improvement,Healthcare
680,oLgvULjrpW,68296.34,1977-03-24,2017-03-02,,—,Retail
681,MzCnvdSIT,45065.27,1996-02-07,2014-01-14,4.75,,Education
682,BWxwmNdEA,65836.52,2004-03-12,2024-05-16,4.1,Needs improvement,Manufacturing
683,tGaVHJCXhJ,132470.2,1995-12-01,2011-07-23,3.97,Unreliable,Manufacturing
684,oEYCysxMz,124313.77,1951-02-04,2018-07-15,2.74,Needs improvement,Education
685,rBQpnSNUSV,,1981-08-18,2023-04-06,1.8,Promising,Finance
686,PnP,unknown,1986-08-02,,2.42,Good worker,Finance
687,uXCAlFWS,96183.48,2005-09-09,2007-02-19,2.82,,IT
688,OwIUtsJ,,,2010-02-05,,Promising,Healthcare
689,aVJvMH,46237.49,1976-06-07,2022-10-14,1.84,Team player,Finance
690,UjiQpX,80605.5,2012-02-10,2019-08-12,,Good worker,Finance
691,FGByeK,71127.0,1956-05-14,2022-09-04,3.1,Leadership potential,
692,EUCCZUDb,77116.39,2017-06-14,2021-04-21,,Unreliable,Healthcare
693,ZFsouTrknO,116460.74,1988-01-24,2022-04-07,3.16,Team player,Manufacturing
694,lqrN,50858.12,2012-11-12,2016-03-27,3.98,,
695,arVATHImtG,70333.59,,2001-10-10,3.23,,Finance
696,XzQlWW,92667.93,2017-01-04,,2.37,—,Retail
697,SBwtTECVf,140388.26,2006-06-05,2010-01-02,2.33,,Retail
698,ONLJjWU,76962.51,2001-11-25,2008-02-12,3.34,—,Retail
699,BENsAZrfV,72112.36,1999-12-08,2019-03-11,2.47,Needs improvement,
700,CKYj,122061.42,1993-11-28,unknown_date,2.2,,IT
701,TKj,139843.23,1971-04-10,2019-08-21,3.73,Promising,Finance
702,FIP,104897.14,1955-06-08,2003-01-28,1.62,Unreliable,Healthcare
703,CVX,93314.88,2012-12-21,2002-02-20,3.45,—,Retail
704,hRZvOmKpx,68804.28,1994-08-07,2005-12-16,4.01,Unreliable,Retail
705,CrqVh,,,2021-12-11,1.02,Promising,
706,egbBUWr,127967.04,2013-11-15,2012-11-19,1.94,Needs improvement,Finance
707,bnW,unknown,1953-01-08,2002-05-14,1.37,Leadership potential,IT
708,JdQ,,1993-11-02,2013-11-03,3.4,Needs improvement,IT
709,,,1967-05-30,2011-07-30,3.49,—,Education
710,wsz,,invalid_date,2003-09-04,4.27,—,Retail
711,HbVOT,unknown,1981-01-23,2017-08-26,3.98,—,Healthcare
712,OKYY,,1993-08-19,2017-07-20,poor,Team player,Manufacturing
713,ZIIKUF,,1997-12-24,2001-06-01,2.12,Needs improvement,IT
714,pEp,,,2013-11-09,4.77,,IT
715,JkPZlijb,51174.16,1974-11-04,2010-11-17,4.31,Needs improvement,IT
716,ZtMiSrqD,104864.22,1978-06-29,2008-08-29,3.83,Promising,Healthcare
